"REF_DATE","GEO","DGUID","Criminal Justice System","Key indicators","Sex of accused","Offences","Statistics","Fiscal quarters","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020/2021","Nova Scotia","2016A000212","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276951869","3.1.2.1.33.2.3","-18.0","","","","1"
"2021/2022","Nova Scotia","2016A000212","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276951869","3.1.2.1.33.2.3","1.5","","","","1"
"2022/2023","Nova Scotia","2016A000212","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276951869","3.1.2.1.33.2.3","13.6","","","","1"
"2019/2020","Nova Scotia","2016A000212","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276951952","3.1.2.1.36.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276951952","3.1.2.1.36.2.3","-39.0","","","","1"
"2021/2022","Nova Scotia","2016A000212","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276951952","3.1.2.1.36.2.3","-12.5","","","","1"
"2022/2023","Nova Scotia","2016A000212","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276951952","3.1.2.1.36.2.3","23.3","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276954261","3.2.2.1.1.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276954261","3.2.2.1.1.2.3","-62.1","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276954261","3.2.2.1.1.2.3","24.4","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276954261","3.2.2.1.1.2.3","24.7","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276954335","3.2.2.1.4.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276954335","3.2.2.1.4.2.3","-49.2","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276954335","3.2.2.1.4.2.3","10.4","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276954335","3.2.2.1.4.2.3","42.9","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276954458","3.2.2.1.15.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276954458","3.2.2.1.15.2.3","-72.4","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276954458","3.2.2.1.15.2.3","45.9","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276954458","3.2.2.1.15.2.3","9.5","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276954554","3.2.2.1.22.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276954554","3.2.2.1.22.2.3","-79.8","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276954554","3.2.2.1.22.2.3","-12.5","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276954554","3.2.2.1.22.2.3","-5.7","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276954602","3.2.2.1.28.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276954602","3.2.2.1.28.2.3","-43.4","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276954602","3.2.2.1.28.2.3","32.5","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276954602","3.2.2.1.28.2.3","11.8","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276954635","3.2.2.1.33.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276954635","3.2.2.1.33.2.3","-68.8","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276954635","3.2.2.1.33.2.3","5.0","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276954635","3.2.2.1.33.2.3","133.3","","","","1"
"2019/2020","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276954662","3.2.2.1.36.2.3","","..","","","1"
"2020/2021","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276954662","3.2.2.1.36.2.3","-72.6","","","","1"
"2021/2022","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276954662","3.2.2.1.36.2.3","126.1","","","","1"
"2022/2023","Nova Scotia","2016A000212","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276954662","3.2.2.1.36.2.3","-34.6","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276955611","4.1.2.1.1.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276955611","4.1.2.1.1.2.3","-28.8","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276955611","4.1.2.1.1.2.3","31.8","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276955611","4.1.2.1.1.2.3","-3.9","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276955701","4.1.2.1.4.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276955701","4.1.2.1.4.2.3","-18.0","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276955701","4.1.2.1.4.2.3","24.4","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276955701","4.1.2.1.4.2.3","-4.3","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276955936","4.1.2.1.15.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276955936","4.1.2.1.15.2.3","-32.8","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276955936","4.1.2.1.15.2.3","33.5","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276955936","4.1.2.1.15.2.3","2.5","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276956117","4.1.2.1.22.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276956117","4.1.2.1.22.2.3","-43.6","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276956117","4.1.2.1.22.2.3","25.3","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276956117","4.1.2.1.22.2.3","-6.6","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276956248","4.1.2.1.28.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276956248","4.1.2.1.28.2.3","-0.5","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276956248","4.1.2.1.28.2.3","34.2","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276956248","4.1.2.1.28.2.3","-2.5","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276956338","4.1.2.1.33.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276956338","4.1.2.1.33.2.3","-34.9","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276956338","4.1.2.1.33.2.3","48.7","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276956338","4.1.2.1.33.2.3","-16.7","","","","1"
"2019/2020","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276956421","4.1.2.1.36.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276956421","4.1.2.1.36.2.3","-43.0","","","","1"
"2021/2022","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276956421","4.1.2.1.36.2.3","29.4","","","","1"
"2022/2023","New Brunswick","2016A000213","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276956421","4.1.2.1.36.2.3","0.2","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276958117","4.2.2.1.1.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276958117","4.2.2.1.1.2.3","-23.5","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276958117","4.2.2.1.1.2.3","-26.3","","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276958117","4.2.2.1.1.2.3","-4.7","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276958189","4.2.2.1.4.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276958189","4.2.2.1.4.2.3","2.4","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276958189","4.2.2.1.4.2.3","-42.9","","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276958189","4.2.2.1.4.2.3","35.0","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276958295","4.2.2.1.15.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276958295","4.2.2.1.15.2.3","-38.6","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276958295","4.2.2.1.15.2.3","-13.8","","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276958295","4.2.2.1.15.2.3","-29.3","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276958380","4.2.2.1.22.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276958380","4.2.2.1.22.2.3","-34.4","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276958380","4.2.2.1.22.2.3","-10.0","","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276958380","4.2.2.1.22.2.3","-30.6","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276958427","4.2.2.1.28.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276958427","4.2.2.1.28.2.3","-46.0","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276958427","4.2.2.1.28.2.3","20.6","","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276958427","4.2.2.1.28.2.3","-70.7","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276958456","4.2.2.1.33.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276958456","4.2.2.1.33.2.3","60.0","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276958456","4.2.2.1.33.2.3","-18.8","","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276958456","4.2.2.1.33.2.3","69.2","","","","1"
"2019/2020","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276958486","4.2.2.1.36.2.3","","..","","","1"
"2020/2021","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276958486","4.2.2.1.36.2.3","-67.3","","","","1"
"2021/2022","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276958486","4.2.2.1.36.2.3","17.6","","","","1"
"2022/2023","New Brunswick","2016A000213","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276958486","4.2.2.1.36.2.3","-40.0","","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276959093","5.1.2.1.1.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276959093","5.1.2.1.1.2.3","-30.1","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276959093","5.1.2.1.1.2.3","9.7","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276959093","5.1.2.1.1.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276959183","5.1.2.1.4.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276959183","5.1.2.1.4.2.3","-11.1","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276959183","5.1.2.1.4.2.3","21.5","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276959183","5.1.2.1.4.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276959479","5.1.2.1.15.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276959479","5.1.2.1.15.2.3","-32.9","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276959479","5.1.2.1.15.2.3","10.4","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276959479","5.1.2.1.15.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276959685","5.1.2.1.22.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276959685","5.1.2.1.22.2.3","-38.7","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276959685","5.1.2.1.22.2.3","9.6","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276959685","5.1.2.1.22.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276959833","5.1.2.1.28.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276959833","5.1.2.1.28.2.3","-38.5","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276959833","5.1.2.1.28.2.3","-6.1","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276959833","5.1.2.1.28.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276959950","5.1.2.1.33.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276959950","5.1.2.1.33.2.3","-30.4","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276959950","5.1.2.1.33.2.3","3.5","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276959950","5.1.2.1.33.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276960038","5.1.2.1.36.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276960038","5.1.2.1.36.2.3","-35.4","","","","1"
"2021/2022","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276960038","5.1.2.1.36.2.3","5.6","","","","1"
"2022/2023","Quebec","2016A000224","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276960038","5.1.2.1.36.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276962736","5.2.2.1.1.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276962736","5.2.2.1.1.2.3","-33.7","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276962736","5.2.2.1.1.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276962736","5.2.2.1.1.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276962825","5.2.2.1.4.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276962825","5.2.2.1.4.2.3","-28.5","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276962825","5.2.2.1.4.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276962825","5.2.2.1.4.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276963024","5.2.2.1.15.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276963024","5.2.2.1.15.2.3","-42.1","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276963024","5.2.2.1.15.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276963024","5.2.2.1.15.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276963153","5.2.2.1.22.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276963153","5.2.2.1.22.2.3","-8.2","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276963153","5.2.2.1.22.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276963153","5.2.2.1.22.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276963215","5.2.2.1.28.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276963215","5.2.2.1.28.2.3","-47.8","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276963215","5.2.2.1.28.2.3","","..","","","1"
